timestamp_iso,user_id,username,chat_id,duration_min,type,note
2025-10-07T13:00:59+07:00,1437421739,@vatajanta,1437421739,10,unguided,
2025-10-07T13:03:58+07:00,1437421739,@vatajanta,1437421739,20,other,
2025-10-07T13:14:25+07:00,1437421739,@vatajanta,1437421739,60,guided,
2025-10-07T13:21:29+07:00,1437421739,@vatajanta,1437421739,45,guided,
2025-10-08T01:02:28+07:00,1437421739,@vatajanta,1437421739,45,guided,
2025-10-08T22:30:04+07:00,1437421739,@vatajanta,1437421739,20,unguided,วันนี้ก็รู้สึกดีนะรับรู้ว่าการนั่งสมาธิแม่งสดชื่นมาก
